Región, Provincia, Municipio, Distrito municipal, Sección, Barrio/ paraje, Sub-barrio, Toponimia o Nombre
03, 06, 01, 02, 01, 000, 00, La Peña (Zona urbana)
03, 06, 01, 02, 01, 001, 00, La Peña
03, 06, 01, 02, 01, 001, 01, La Peña
03, 06, 01, 02, 01, 002, 00, Proyecto Los Núñez
03, 06, 01, 02, 01, 002, 01, Proyecto Los Núñez
03, 06, 01, 02, 01, 003, 00, Canta la Rana
03, 06, 01, 02, 01, 003, 01, Canta la Rana
03, 06, 01, 02, 01, 004, 00, La Peña Abajo
03, 06, 01, 02, 01, 004, 01, La Peña Abajo
03, 06, 01, 02, 02, 000, 00, La Bajada
03, 06, 01, 02, 02, 001, 00, La Bajada
03, 06, 01, 02, 02, 002, 00, La Guazarita
03, 06, 01, 02, 02, 003, 00, El Caracol
03, 06, 01, 02, 02, 004, 00, Río Arriba
03, 06, 01, 02, 02, 005, 00, Guayuyo Afuera
03, 06, 01, 02, 02, 006, 00, Brazo Grande
03, 06, 01, 02, 02, 007, 00, El Burro
03, 06, 01, 02, 02, 008, 00, Palo Verde
03, 06, 01, 02, 02, 009, 00, Los Pontones Abajo
03, 06, 01, 02, 02, 010, 00, Boba
03, 06, 01, 02, 02, 011, 00, El Sitio
03, 06, 01, 02, 02, 012, 00, El Ingenio
03, 06, 01, 02, 02, 013, 00, La Ceniza
03, 06, 01, 02, 02, 014, 00, Los Caimiticos
03, 06, 01, 02, 02, 015, 00, Chinguelo
03, 06, 01, 02, 02, 016, 00, Guayuyo Adentro
03, 06, 01, 02, 02, 017, 00, Los Pomos
03, 06, 01, 02, 02, 018, 00, El Catey
03, 06, 01, 02, 02, 019, 00, El Limón
03, 06, 01, 02, 02, 020, 00, Palmarito
03, 06, 01, 02, 02, 021, 00, Piedra Blanca
03, 06, 01, 02, 02, 022, 00, Los Mates
03, 06, 01, 02, 02, 023, 00, Los Pontones Arriba
03, 06, 01, 02, 03, 000, 00, Demajagual
03, 06, 01, 02, 03, 001, 00, Demajagual Arriba
03, 06, 01, 02, 03, 002, 00, Demajagual Abajo
03, 06, 01, 02, 03, 003, 00, La Vereda del Demajagual
03, 06, 01, 02, 03, 004, 00, Palmarito
03, 06, 01, 02, 03, 005, 00, El Llano
03, 06, 01, 02, 03, 006, 00, La Garza
03, 06, 01, 02, 04, 000, 00, Dichoso
03, 06, 01, 02, 04, 001, 00, Dichoso Arriba
03, 06, 01, 02, 04, 002, 00, Dichoso Abajo
03, 06, 01, 02, 04, 003, 00, Los Barros
03, 06, 01, 02, 04, 004, 00, La Vereda de Dichoso
03, 06, 01, 02, 05, 000, 00, Laguna de Coto
03, 06, 01, 02, 05, 001, 00, Laguna al Medio (Laguna de Coto)
03, 06, 01, 02, 05, 002, 00, Laguna Abajo
03, 06, 01, 02, 05, 003, 00, Los Palos
03, 06, 01, 02, 05, 004, 00, Coto Arriba
03, 06, 01, 02, 05, 005, 00, Coto al Medio (Rincón de Coto)
03, 06, 01, 02, 05, 006, 00, Coto Abajo
03, 06, 01, 02, 06, 000, 00, La Mesa
03, 06, 01, 02, 06, 001, 00, La Mesa
03, 06, 01, 02, 06, 002, 00, Chaviscal
03, 06, 01, 02, 06, 003, 00, Callejón de los Mejía
03, 06, 01, 02, 06, 004, 00, Chucho Vásquez
03, 06, 01, 02, 06, 005, 00, Las Caobas
03, 06, 01, 02, 07, 000, 00, Patao
03, 06, 01, 02, 07, 001, 00, Patao
03, 06, 01, 02, 07, 002, 00, Loma de Almacey
03, 06, 01, 02, 07, 003, 00, Las Cabuyas
03, 06, 01, 02, 07, 004, 00, Hatillo (Jatillo)
03, 06, 01, 02, 07, 005, 00, Pie de Plata
03, 06, 01, 02, 07, 006, 00, El Calabazo
03, 06, 01, 02, 08, 000, 00, La Peña
03, 06, 01, 02, 08, 001, 00, Alto del Pilón Abajo
03, 06, 01, 02, 08, 002, 00, Azlor
03, 06, 01, 02, 08, 003, 00, Los Botaos
03, 06, 01, 02, 08, 004, 00, Los Bracitos
03, 06, 01, 02, 08, 005, 00, Buenos Aires
03, 06, 01, 02, 08, 006, 00, Cadillar
03, 06, 01, 02, 08, 007, 00, Casa Vieja
03, 06, 01, 02, 08, 008, 00, Pie de Plata
03, 06, 01, 02, 08, 009, 00, El Cercado
03, 06, 01, 02, 08, 010, 00, Cuaba
03, 06, 01, 02, 08, 011, 00, Alto de Cuevas
03, 06, 01, 02, 08, 012, 00, Cuevas
03, 06, 01, 02, 08, 013, 00, Cuaba Arriba o La Represa
03, 06, 01, 02, 08, 014, 00, Herrera de Cuaba
03, 06, 01, 02, 08, 015, 00, El Jamo
03, 06, 01, 02, 08, 016, 00, La Laguneta
03, 06, 01, 02, 08, 017, 00, La Lagunita del Quemao
03, 06, 01, 02, 08, 018, 00, El Mango
03, 06, 01, 02, 08, 019, 00, Monte Bonito
03, 06, 01, 02, 08, 020, 00, Alto del Pilón Arriba
03, 06, 01, 02, 08, 021, 00, Pozo del Jobo
03, 06, 01, 02, 08, 022, 00, Los Puentes
03, 06, 01, 02, 08, 023, 00, Rincón del Higüero
03, 06, 01, 02, 08, 024, 00, Tawike
03, 06, 01, 02, 08, 025, 00, El Valle
03, 06, 01, 02, 08, 026, 00, La Zarza
03, 06, 01, 02, 08, 027, 00, Limón Dulce
03, 06, 01, 02, 08, 028, 00, La Amargura
03, 06, 01, 02, 08, 029, 00, La Chancleta
03, 06, 01, 02, 08, 030, 00, El Quemao (Loma del Quemao)
03, 06, 01, 02, 08, 031, 00, Los Caños
03, 06, 01, 02, 08, 032, 00, Los Placeres
03, 06, 01, 02, 08, 033, 00, La Pocilga
03, 06, 01, 02, 09, 000, 00, Pontón
03, 06, 01, 02, 09, 001, 00, Pontón
03, 06, 01, 02, 09, 002, 00, Monte Negro
03, 06, 01, 02, 10, 000, 00, Ramonal
03, 06, 01, 02, 10, 001, 00, Ramonal Arriba
03, 06, 01, 02, 10, 002, 00, La Paloma
03, 06, 01, 02, 10, 003, 00, Los Lirios
03, 06, 01, 02, 10, 004, 00, Ramonal Abajo
03, 06, 01, 02, 10, 005, 00, La Ciénaga
03, 06, 01, 02, 10, 006, 00, Los Espinos
03, 06, 01, 03, 00, 000, 00, Cenoví (DM)
03, 06, 01, 03, 01, 000, 00, Cenoví (Zona urbana)
03, 06, 01, 03, 01, 001, 00, Cenoví
03, 06, 01, 03, 01, 001, 01, Cenoví
03, 06, 01, 03, 01, 002, 00, Los Rieles
03, 06, 01, 03, 01, 002, 01, Los Rieles
03, 06, 01, 03, 02, 000, 00, Bomba de Cenoví
03, 06, 01, 03, 02, 001, 00, Los Rieles
03, 06, 01, 03, 02, 002, 00, El Canal
03, 06, 01, 03, 02, 003, 00, Los Arroyos
03, 06, 01, 03, 02, 004, 00, Los Rincones
03, 06, 01, 03, 02, 005, 00, El Bobo
03, 06, 01, 03, 02, 006, 00, Bandera
03, 06, 01, 03, 02, 007, 00, Santa Lucía
03, 06, 01, 03, 02, 008, 00, La Berma
03, 06, 01, 03, 02, 009, 00, La Amarga
03, 06, 01, 03, 02, 010, 00, La Reforma
03, 06, 01, 03, 02, 011, 00, El Carril
03, 06, 01, 03, 03, 000, 00, Los Indios
03, 06, 01, 03, 03, 001, 00, Los Indios
03, 06, 01, 03, 03, 002, 00, Hoyo Viejo
03, 06, 01, 03, 03, 003, 00, El Chucho de Pey
03, 06, 01, 03, 03, 004, 00, El Limpio
03, 06, 01, 03, 03, 005, 00, Rosa Baja
03, 06, 01, 03, 03, 006, 00, Rosa Alta
03, 06, 01, 03, 04, 000, 00, Cruz de Cenoví
03, 06, 01, 03, 04, 001, 00, Cruz de Cenoví
03, 06, 01, 03, 04, 002, 00, Los Caimitos
03, 06, 01, 03, 04, 003, 00, La Colonia
03, 06, 01, 03, 04, 004, 00, La Nasa
03, 06, 01, 03, 04, 005, 00, El Mamey
03, 06, 01, 03, 04, 006, 00, Noná
03, 06, 01, 03, 05, 000, 00, Porquero
03, 06, 01, 03, 05, 001, 00, Porquero Abajo
03, 06, 01, 03, 05, 002, 00, El Hatico
03, 06, 01, 03, 05, 003, 00, El Gajo
03, 06, 01, 03, 05, 004, 00, Los Cacaos
03, 06, 01, 03, 05, 005, 00, Porquero Arriba
03, 06, 01, 03, 05, 006, 00, Las Caobas
03, 06, 01, 03, 06, 000, 00, El Caimito
03, 06, 01, 03, 06, 001, 00, El Caimito
03, 06, 01, 03, 06, 002, 00, La Caoba
03, 06, 01, 03, 06, 003, 00, Los Quemados
03, 06, 01, 03, 06, 004, 00, El Canal
03, 06, 01, 03, 06, 005, 00, El Barrio
03, 06, 01, 03, 06, 006, 00, La Sabana
03, 06, 01, 03, 06, 007, 00, Mal Nombre
03, 06, 01, 03, 07, 000, 00, Colón
03, 06, 01, 03, 07, 001, 00, Colón
03, 06, 01, 03, 07, 002, 00, Genimillo
03, 06, 01, 03, 07, 003, 00, La Boca
03, 06, 01, 03, 07, 004, 00, El Barro
03, 06, 01, 03, 07, 005, 00, La Guamita
03, 06, 01, 03, 07, 006, 00, Los Rieles Abajo
03, 06, 01, 03, 07, 007, 00, El Bobo
03, 06, 01, 04, 00, 000, 00, Jaya (DM)
03, 06, 01, 04, 01, 000, 00, Hoyo Jaya (Zona urbana)
03, 06, 01, 04, 01, 001, 00, Hoyo de Jaya
03, 06, 01, 04, 01, 001, 01, María Auxiliadora
03, 06, 01, 04, 01, 001, 02, San Luis
03, 06, 01, 04, 02, 000, 00, La Piña
03, 06, 01, 04, 02, 001, 00, La Piña
03, 06, 01, 04, 02, 002, 00, Los Cocos
03, 06, 01, 04, 02, 003, 00, Mata Vieja
03, 06, 01, 04, 02, 004, 00, Jaragua
03, 06, 01, 04, 02, 005, 00, Comunidad San Vicente
03, 06, 01, 04, 03, 000, 00, Hoyo de Jaya
03, 06, 01, 04, 03, 001, 00, Santa Elena
03, 06, 01, 04, 03, 002, 00, Maimoro
03, 06, 01, 04, 03, 003, 00, La Sidra
03, 06, 01, 04, 03, 004, 00, Los Lirios
03, 06, 01, 04, 03, 005, 00, Los Callejones
03, 06, 01, 04, 03, 006, 00, Firme de los Ortega
03, 06, 01, 04, 03, 007, 00, Ojo de Agua
03, 06, 01, 04, 04, 000, 00, Los Bacilios
03, 06, 01, 04, 04, 001, 00, Cruce de Los Bacilios
03, 06, 01, 04, 04, 002, 00, Sonador
03, 06, 01, 04, 04, 003, 00, La Pegajosa
03, 06, 01, 04, 04, 004, 00, Firme del Carrao
03, 06, 01, 04, 04, 005, 00, Los Bacilios
03, 06, 01, 04, 04, 006, 00, La Tarana
03, 06, 01, 04, 04, 007, 00, Alto del Caballo
03, 06, 01, 04, 05, 000, 00, Naranjo Dulce
03, 06, 01, 04, 05, 001, 00, Naranjo Dulce Abajo
03, 06, 01, 04, 05, 002, 00, Naranjo Dulce Arriba
03, 06, 01, 04, 05, 003, 00, Las Yerbas
03, 06, 01, 04, 05, 004, 00, La Jagüita
03, 06, 01, 04, 05, 005, 00, Alto del Rayo
03, 06, 01, 04, 05, 006, 00, El Catey
03, 06, 01, 04, 05, 007, 00, Ceibita o Cuevita
03, 06, 01, 04, 05, 008, 00, Rancho Abajo
03, 06, 01, 04, 05, 009, 00, La Vereda
03, 06, 01, 04, 05, 010, 00, La Yabacoa
03, 06, 01, 04, 05, 011, 00, La Explanación
03, 06, 01, 04, 05, 012, 00, El Limón
03, 06, 01, 04, 06, 000, 00, Loma de Jaya
03, 06, 01, 04, 06, 001, 00, Loma de Jaya
03, 06, 01, 04, 06, 002, 00, La Colonia o El Jobito
03, 06, 01, 04, 06, 003, 00, Tres Pies
03, 06, 01, 04, 06, 004, 00, La Yaya
03, 06, 01, 04, 06, 005, 00, La Malenita o La Lomasa
03, 06, 01, 04, 06, 006, 00, Firme de la Brisa
03, 06, 01, 04, 06, 007, 00, La Guamita
03, 06, 01, 04, 06, 008, 00, Martel
03, 06, 01, 04, 06, 009, 00, La Malena
03, 06, 01, 04, 06, 010, 00, El Pomito
03, 06, 01, 04, 06, 011, 00, Gancho de Jaya
03, 06, 01, 04, 06, 012, 00, La Higuereta
03, 06, 01, 04, 07, 000, 00, Jaya
03, 06, 01, 04, 07, 001, 00, Jaya
03, 06, 01, 04, 07, 002, 00, La Ceiba
03, 06, 01, 04, 07, 003, 00, Hondo Valle
03, 06, 01, 04, 07, 004, 00, La Malena de Jaya
03, 06, 01, 04, 07, 005, 00, El Derrumbadero
03, 06, 01, 04, 07, 006, 00, Los Pomos o Los Pomolos
03, 06, 01, 04, 07, 007, 00, Loma de Perro
03, 06, 01, 04, 07, 008, 00, Rancho Arriba
03, 06, 01, 05, 00, 000, 00, Presidente Don Antonio Guzmán Fernández (DM)
03, 06, 01, 05, 01, 000, 00, Presidente Don Antonio Guzmán Fernández (Zona urbana)
03, 06, 01, 05, 01, 001, 00, Proyecto Don Antonio Guzmán FernándezLos Aguayos
03, 06, 01, 05, 01, 001, 01, Proyecto Don Antonio Guzmán Fernández-Los Aguayos
03, 06, 01, 05, 02, 000, 00, La Guama
03, 06, 01, 05, 02, 001, 00, Cruce
03, 06, 01, 05, 02, 002, 00, Guama Abajo
03, 06, 01, 05, 02, 003, 00, El Tres
03, 06, 01, 05, 02, 004, 00, Caño Seco
03, 06, 01, 05, 02, 005, 00, El Hato o El Jato
03, 06, 01, 05, 02, 006, 00, Proyecto Don Antonio Guzmán Fernández
03, 06, 01, 05, 03, 000, 00, Génimo
03, 06, 01, 05, 03, 001, 00, Génimo
03, 06, 01, 05, 03, 002, 00, El Higüero
03, 06, 01, 05, 03, 003, 00, El Pozo
03, 06, 01, 05, 03, 004, 00, Sabaneta
03, 06, 01, 05, 03, 005, 00, La Lima
03, 06, 02, 00, 00, 000, 00, Arenoso
03, 06, 02, 01, 00, 000, 00, Arenoso
03, 06, 02, 01, 01, 000, 00, Arenoso (Zona urbana)
03, 06, 02, 01, 01, 001, 00, Arenoso
03, 06, 02, 01, 01, 001, 01, Centro del Pueblo o La Carretera
03, 06, 02, 01, 01, 001, 02, La Cantera
03, 06, 02, 01, 01, 001, 03, INVI-Villa Progreso-Arenoso
03, 06, 02, 01, 01, 001, 04, El Palmar
03, 06, 02, 01, 01, 001, 05, Pueblo Nuevo
03, 06, 02, 01, 01, 001, 06, Los Japoneses
03, 06, 02, 01, 01, 001, 07, Los Estudiantes
03, 06, 02, 01, 01, 001, 08, La Altagracia
03, 06, 02, 01, 01, 001, 09, La Francia
03, 06, 02, 01, 01, 001, 10, Los Llanos
03, 06, 02, 01, 01, 001, 11, Villa Lodo
03, 06, 02, 01, 01, 001, 12, Moro Sucio
03, 06, 02, 01, 01, 002, 00, Palma Sola
03, 06, 02, 01, 01, 002, 01, Palma Sola
03, 06, 02, 01, 02, 000, 00, Los Platanitos
03, 06, 02, 01, 02, 001, 00, Los Platanitos
03, 06, 02, 02, 00, 000, 00, Las Coles (DM)
03, 06, 02, 02, 01, 000, 00, Las Coles (Zona urbana)
03, 06, 02, 02, 01, 001, 00, Las Coles
03, 06, 02, 02, 01, 001, 01, Las Coles
03, 06, 02, 02, 02, 000, 00, Las Carreras
03, 06, 02, 02, 02, 001, 00, Las Carreras
03, 06, 02, 02, 02, 002, 00, Villa María
03, 06, 02, 02, 02, 003, 00, Las Guamas
03, 06, 02, 02, 02, 004, 00, Los Cacaos
03, 06, 02, 02, 03, 000, 00, La Jagua
03, 06, 02, 02, 03, 001, 00, La Jagua
03, 06, 02, 02, 03, 002, 00, El Guayabo
03, 06, 02, 02, 03, 003, 00, Rincón Bebedero
03, 06, 02, 02, 03, 004, 00, El Mango o El Mago
03, 06, 02, 02, 03, 005, 00, Caño de Madrid (Madera)
03, 06, 02, 02, 04, 000, 00, La Garza
03, 06, 02, 02, 04, 001, 00, Cruce de Las Cabirmas (Antigua Atronca Perros)
03, 06, 02, 02, 04, 002, 00, El Jobo
03, 06, 02, 02, 04, 003, 00, La Raya o El Mango
03, 06, 02, 02, 04, 004, 00, La Garza
03, 06, 02, 02, 04, 005, 00, La Playa
03, 06, 02, 02, 04, 006, 00, La Cebolla
03, 06, 02, 02, 04, 007, 00, Morro Sucio
03, 06, 02, 02, 04, 008, 00, El Cachimbo (San Andrés)
03, 06, 02, 02, 04, 009, 00, El Mango
03, 06, 02, 03, 00, 000, 00, El Aguacate (DM)
03, 06, 02, 03, 01, 000, 00, El Aguacate (Zona urbana)
03, 06, 02, 03, 01, 001, 00, El Aguacate
03, 06, 02, 03, 01, 001, 01, El Aguacate
03, 06, 02, 03, 01, 001, 02, Las Matas
03, 06, 02, 03, 01, 001, 03, Villa Iris
03, 06, 02, 03, 01, 001, 04, El Muro
03, 06, 02, 03, 02, 000, 00, El Aguacate
03, 06, 02, 03, 02, 001, 00, Caño Abajo
03, 06, 02, 03, 02, 002, 00, Las Matas
03, 06, 02, 03, 02, 003, 00, Sabaneta
03, 06, 02, 03, 03, 000, 00, Yabacoa
03, 06, 02, 03, 03, 001, 00, Yabacoa
03, 06, 02, 03, 03, 002, 00, Rabo de Chivo
03, 06, 02, 03, 03, 003, 00, La Manga
03, 06, 02, 03, 03, 004, 00, El Firme
03, 06, 02, 03, 04, 000, 00, Ciénaga Vieja
03, 06, 02, 03, 04, 001, 00, Ciénaga Vieja
03, 06, 02, 03, 04, 002, 00, Cuba
03, 06, 02, 03, 04, 003, 00, Los Chichones
03, 06, 02, 03, 05, 000, 00, Los Haitiles
03, 06, 02, 03, 05, 001, 00, Los Haitiles
03, 06, 02, 03, 05, 002, 00, La Mina
03, 06, 02, 03, 05, 003, 00, Pescadero
03, 06, 03, 00, 00, 000, 00, Castillo
03, 06, 03, 01, 00, 000, 00, Castillo
03, 06, 03, 01, 01, 000, 00, Castillo (Zona urbana)
03, 06, 03, 01, 01, 001, 00, Centro del Pueblo
03, 06, 03, 01, 01, 001, 01, Centro del Pueblo
03, 06, 03, 01, 01, 001, 02, Rabo de Chivo
03, 06, 03, 01, 01, 001, 03, Canta la Rana
03, 06, 03, 01, 01, 001, 04, La Manteca
03, 06, 03, 01, 01, 001, 05, La Cancha
03, 06, 03, 01, 01, 002, 00, Puerto Rico
03, 06, 03, 01, 01, 002, 01, Puerto Rico
03, 06, 03, 01, 01, 003, 00, La Mora o Nigua Abajo
03, 06, 03, 01, 01, 003, 01, La Mora o Nigua Abajo
03, 06, 03, 01, 02, 000, 00, Jina Clara
03, 06, 03, 01, 02, 001, 00, Jina Clara
03, 06, 03, 01, 02, 002, 00, El Mogote
03, 06, 03, 01, 02, 003, 00, El Firme de Los Cafeses
03, 06, 03, 01, 02, 004, 00, Firme de Jina Clara
03, 06, 03, 01, 02, 005, 00, Cuesta Blanca
03, 06, 03, 01, 02, 006, 00, Los Cafeses
03, 06, 03, 01, 02, 007, 00, Las Piedras
03, 06, 03, 01, 03, 000, 00, Juana Díaz
03, 06, 03, 01, 03, 001, 00, El Tablón
03, 06, 03, 01, 03, 002, 00, Nigua Abajo
03, 06, 03, 01, 03, 003, 00, La Mora o Nigua Abajo
03, 06, 03, 01, 03, 004, 00, Jiménez
03, 06, 03, 01, 03, 005, 00, La Lometa
03, 06, 03, 01, 03, 006, 00, Juana Díaz Abajo
03, 06, 03, 01, 03, 007, 00, La Zarza
03, 06, 03, 01, 03, 008, 00, Los Guaraguaos
03, 06, 03, 01, 03, 009, 00, El Firme de Los Cafeses
03, 06, 03, 01, 03, 010, 00, Juana Díaz Arriba
03, 06, 03, 01, 04, 000, 00, Los Cachones
03, 06, 03, 01, 04, 001, 00, Los Cachones
03, 06, 03, 01, 04, 002, 00, El Rucio Abajo
03, 06, 03, 01, 04, 003, 00, Los Cachones Arriba (Cachones Adentro)
03, 06, 03, 01, 04, 004, 00, Los Callejones
03, 06, 03, 01, 04, 005, 00, Los Saladillos
03, 06, 03, 01, 04, 006, 00, El Rucio de Los Cachones
03, 06, 03, 01, 05, 000, 00, Los Lanos
03, 06, 03, 01, 05, 001, 00, Los Lanos
03, 06, 03, 01, 05, 002, 00, Cruce de Los Lanos
03, 06, 03, 01, 05, 003, 00, Cruce de Magua
03, 06, 03, 01, 05, 004, 00, Quebrada de Pablo
03, 06, 03, 01, 05, 005, 00, La Ceibita
03, 06, 03, 01, 05, 006, 00, Los Naranjos
03, 06, 03, 01, 05, 007, 00, La Jagüita
03, 06, 03, 01, 05, 008, 00, Loma Vieja
03, 06, 03, 01, 05, 009, 00, El Rucio de Los Lanos
03, 06, 03, 01, 06, 000, 00, Rincón Hondo
03, 06, 03, 01, 06, 001, 00, Rincón Hondo
03, 06, 03, 01, 06, 002, 00, Las Piedritas
03, 06, 03, 01, 06, 003, 00, La Jagua
03, 06, 03, 01, 06, 004, 00, El Firme
03, 06, 03, 01, 06, 005, 00, El Alto
03, 06, 03, 01, 06, 006, 00, Las Caobas Arriba
03, 06, 03, 01, 06, 007, 00, Las Berenjenas
03, 06, 03, 01, 06, 008, 00, Las Caobas Abajo
03, 06, 03, 01, 06, 009, 00, La Guazarita (Campeche Arriba de Castillo)
03, 06, 03, 01, 07, 000, 00, Yaiba Abajo
03, 06, 03, 01, 07, 001, 00, Yaiba Abajo
03, 06, 03, 01, 07, 002, 00, Pueblo Nuevo
03, 06, 03, 01, 07, 003, 00, Yaiba o Rincón de Yaiba
03, 06, 03, 01, 07, 004, 00, Curazao
03, 06, 03, 01, 07, 005, 00, Yanabo Abajo
03, 06, 03, 01, 07, 006, 00, Los Palmaritos
03, 06, 03, 01, 07, 007, 00, La Garata
03, 06, 03, 01, 07, 008, 00, La Joya
03, 06, 03, 01, 07, 009, 00, Majagual
03, 06, 03, 01, 07, 010, 00, Yanabo Arriba
03, 06, 03, 01, 07, 011, 00, Yaiba Arriba
03, 06, 04, 00, 00, 000, 00, Pimentel
03, 06, 04, 01, 00, 000, 00, Pimentel
03, 06, 04, 01, 01, 000, 00, Pimentel (Zona urbana)
03, 06, 04, 01, 01, 001, 00, La Jabilla
03, 06, 04, 01, 01, 001, 01, La Jabilla
03, 06, 04, 01, 01, 002, 00, Centro del Pueblo
03, 06, 04, 01, 01, 002, 01, Centro del Pueblo
03, 06, 04, 01, 01, 003, 00, Cementerio
03, 06, 04, 01, 01, 003, 01, Cementerio
03, 06, 04, 01, 01, 004, 00, Los Molondrones
03, 06, 04, 01, 01, 004, 01, Los Molondrones
03, 06, 04, 01, 01, 005, 00, La Estancia
03, 06, 04, 01, 01, 005, 01, La Estancia
03, 06, 04, 01, 01, 006, 00, Cantan los Macos
03, 06, 04, 01, 01, 006, 01, Cantan los Macos
03, 06, 04, 01, 01, 007, 00, El Play
03, 06, 04, 01, 01, 007, 01, El Play
03, 06, 04, 01, 02, 000, 00, Buena Vista
03, 06, 04, 01, 02, 001, 00, Buena Vista
03, 06, 04, 01, 02, 002, 00, La Jagua
03, 06, 04, 01, 02, 003, 00, Catalina
03, 06, 04, 01, 02, 004, 00, Guanábano
03, 06, 04, 01, 03, 000, 00, Caobete
03, 06, 04, 01, 03, 001, 00, Caobete
03, 06, 04, 01, 03, 002, 00, Caobete Arriba
03, 06, 04, 01, 03, 003, 00, Rincón Martín
03, 06, 04, 01, 03, 004, 00, Los Limones
03, 06, 04, 01, 03, 005, 00, Rinconazo
03, 06, 04, 01, 04, 000, 00, Cuaba Abajo
03, 06, 04, 01, 04, 001, 00, Cuaba Abajo
03, 06, 04, 01, 04, 002, 00, El Puente de Camú
03, 06, 04, 01, 04, 003, 00, Matuán Abajo
03, 06, 04, 01, 04, 004, 00, La Estancia
03, 06, 04, 01, 04, 005, 00, Casa de Alto
03, 06, 04, 01, 04, 006, 00, La Excavación
03, 06, 04, 01, 04, 007, 00, La Chancleta
03, 06, 04, 01, 04, 008, 00, Campeche Arriba
03, 06, 04, 01, 04, 009, 00, La Barca
03, 06, 04, 01, 04, 010, 00, La Gina
03, 06, 04, 01, 04, 011, 00, Campeche Abajo
03, 06, 04, 01, 05, 000, 00, San Felipe Arriba
03, 06, 04, 01, 05, 001, 00, San Felipe Arriba
03, 06, 04, 01, 05, 002, 00, Alto de Caimito
03, 06, 04, 01, 05, 003, 00, La Galana
03, 06, 04, 01, 05, 004, 00, Quebrada de los Patos
03, 06, 04, 01, 05, 005, 00, La Berraza
03, 06, 04, 01, 05, 006, 00, Los Callejones
03, 06, 04, 01, 05, 007, 00, San Felipe Abajo
03, 06, 05, 00, 00, 000, 00, Villa Riva
03, 06, 05, 01, 00, 000, 00, Villa Riva
03, 06, 05, 01, 01, 000, 00, Villa Riva (Zona urbana)
03, 06, 05, 01, 01, 001, 00, Villa Feria (Centro del Pueblo)
03, 06, 05, 01, 01, 001, 01, Villa Feria (Centro del Pueblo)
03, 06, 05, 01, 01, 002, 00, Ciudad Nueva
03, 06, 05, 01, 01, 002, 01, Ciudad Nueva
03, 06, 05, 01, 01, 003, 00, Buenos Aires
03, 06, 05, 01, 01, 003, 01, Buenos Aires
03, 06, 05, 01, 01, 004, 00, San Antonio
03, 06, 05, 01, 01, 004, 01, San Antonio
03, 06, 05, 01, 01, 005, 00, El Manguito
03, 06, 05, 01, 01, 005, 01, El Manguito
03, 06, 05, 01, 01, 006, 00, Urbanización Rodríguez
03, 06, 05, 01, 01, 006, 01, Urbanización Rodríguez
03, 06, 05, 01, 01, 007, 00, Urbanización Abreu
03, 06, 05, 01, 01, 007, 01, Urbanización Abreu
03, 06, 05, 01, 01, 007, 02, 50
03, 06, 05, 01, 02, 000, 00, Ceiba de los Pájaros
03, 06, 05, 01, 02, 001, 00, Ceiba de los Pájaros
03, 06, 05, 01, 02, 002, 00, La Ceiba Abajo
03, 06, 05, 01, 02, 003, 00, Los Cocos
03, 06, 05, 01, 02, 004, 00, Reventazón
03, 06, 05, 01, 02, 005, 00, Los Naranjos
03, 06, 05, 01, 02, 006, 00, Boca de Cevicos
03, 06, 05, 01, 02, 007, 00, Loma Colorada
03, 06, 05, 01, 02, 008, 00, Junco Verde
03, 06, 05, 01, 02, 009, 00, Payabo
03, 06, 05, 01, 02, 010, 00, Majagual
03, 06, 05, 01, 02, 011, 00, Los Mayabos
03, 06, 05, 01, 02, 012, 00, Boca de Payabo
03, 06, 05, 01, 03, 000, 00, Chiringo
03, 06, 05, 01, 03, 001, 00, Chiringo
03, 06, 05, 01, 03, 002, 00, Loma Abajo
03, 06, 05, 01, 03, 003, 00, El Higüero
03, 06, 05, 01, 03, 004, 00, Las Hormigas
03, 06, 05, 01, 03, 005, 00, Zumba
03, 06, 05, 01, 03, 006, 00, Rincón de Majagual
03, 06, 05, 01, 03, 007, 00, Loma Arriba
03, 06, 05, 01, 03, 008, 00, Alto de Bululo (El Caimito)
03, 06, 05, 01, 03, 009, 00, Castaño
03, 06, 05, 01, 03, 010, 00, El Manguito
03, 06, 05, 01, 03, 011, 00, El Ciruelito o El Ciruelillo
03, 06, 05, 02, 00, 000, 00, Agua Santa del Yuna (DM)
03, 06, 05, 02, 01, 000, 00, Agua Santa del Yuna (Zona urbana)
03, 06, 05, 02, 01, 001, 00, La Reforma
03, 06, 05, 02, 01, 001, 01, La Reforma
03, 06, 05, 02, 01, 001, 02, El Muro
03, 06, 05, 02, 01, 001, 03, Pueblo Nuevo o Santa Clara
03, 06, 05, 02, 01, 001, 04, Proyecto INVI Villa Progreso
03, 06, 05, 02, 01, 001, 05, El Puente
03, 06, 05, 02, 01, 001, 06, Los Cacaos o San Isidro
03, 06, 05, 02, 01, 001, 07, José Francisco Peña Gómez
03, 06, 05, 02, 02, 000, 00, Callejón de Tilo
03, 06, 05, 02, 02, 001, 00, Callejón de Tilo
03, 06, 05, 02, 02, 002, 00, Borojol
03, 06, 05, 02, 02, 003, 00, El Arado
03, 06, 05, 02, 02, 004, 00, Barrio Lindo
03, 06, 05, 02, 03, 000, 00, Paraguay
03, 06, 05, 02, 03, 001, 00, Paraguay
